114	Q0	2:30-33	1	0.6374171376228333	SimCSE_bidev4
114	Q0	2:17-20	2	0.4393397867679596	SimCSE_bidev4
114	Q0	2:26-27	3	0.39433395862579346	SimCSE_bidev4
114	Q0	2:6-7	4	0.33735349774360657	SimCSE_bidev4
114	Q0	2:8-16	5	0.3314182758331299	SimCSE_bidev4
114	Q0	1:1-4	6	0.3004838228225708	SimCSE_bidev4
114	Q0	2:21-22	7	0.279670774936676	SimCSE_bidev4
114	Q0	2:34-39	8	0.2611249089241028	SimCSE_bidev4
114	Q0	1:5-6	9	0.23959171772003174	SimCSE_bidev4
114	Q0	2:28-29	10	0.21832644939422607	SimCSE_bidev4
124	Q0	2:17-20	1	0.5696108937263489	SimCSE_bidev4
124	Q0	1:5-6	2	0.510117769241333	SimCSE_bidev4
124	Q0	2:3-5	3	0.4793753921985626	SimCSE_bidev4
124	Q0	2:34-39	4	0.4512568712234497	SimCSE_bidev4
124	Q0	2:26-27	5	0.4511150121688843	SimCSE_bidev4
124	Q0	2:23-24	6	0.43099701404571533	SimCSE_bidev4
124	Q0	2:25-25	7	0.40551233291625977	SimCSE_bidev4
124	Q0	1:1-4	8	0.37989068031311035	SimCSE_bidev4
124	Q0	2:28-29	9	0.3693830370903015	SimCSE_bidev4
124	Q0	2:1-2	10	0.35839030146598816	SimCSE_bidev4
126	Q0	2:17-20	1	0.4763602316379547	SimCSE_bidev4
126	Q0	2:30-33	2	0.4637645483016968	SimCSE_bidev4
126	Q0	2:26-27	3	0.42655789852142334	SimCSE_bidev4
126	Q0	1:1-4	4	0.33522850275039673	SimCSE_bidev4
126	Q0	1:5-6	5	0.3230708837509155	SimCSE_bidev4
126	Q0	2:21-22	6	0.26876360177993774	SimCSE_bidev4
126	Q0	2:28-29	7	0.24630136787891388	SimCSE_bidev4
126	Q0	2:25-25	8	0.22390541434288025	SimCSE_bidev4
126	Q0	2:6-7	9	0.19025447964668274	SimCSE_bidev4
126	Q0	2:1-2	10	0.17702704668045044	SimCSE_bidev4
135	Q0	2:3-5	1	0.5177529454231262	SimCSE_bidev4
135	Q0	2:17-20	2	0.4874640703201294	SimCSE_bidev4
135	Q0	1:1-4	3	0.46263834834098816	SimCSE_bidev4
135	Q0	1:5-6	4	0.46158894896507263	SimCSE_bidev4
135	Q0	2:28-29	5	0.4389909505844116	SimCSE_bidev4
135	Q0	2:25-25	6	0.4036775529384613	SimCSE_bidev4
135	Q0	2:21-22	7	0.3776438534259796	SimCSE_bidev4
135	Q0	2:23-24	8	0.34864509105682373	SimCSE_bidev4
135	Q0	2:34-39	9	0.32944828271865845	SimCSE_bidev4
135	Q0	2:26-27	10	0.3139030337333679	SimCSE_bidev4
156	Q0	2:17-20	1	0.5314907431602478	SimCSE_bidev4
156	Q0	1:5-6	2	0.5284531712532043	SimCSE_bidev4
156	Q0	1:1-4	3	0.4529409408569336	SimCSE_bidev4
156	Q0	2:26-27	4	0.41668611764907837	SimCSE_bidev4
156	Q0	2:3-5	5	0.38548195362091064	SimCSE_bidev4
156	Q0	2:23-24	6	0.36773842573165894	SimCSE_bidev4
156	Q0	2:21-22	7	0.30901822447776794	SimCSE_bidev4
156	Q0	2:28-29	8	0.27947574853897095	SimCSE_bidev4
156	Q0	2:30-33	9	0.2794662117958069	SimCSE_bidev4
156	Q0	2:34-39	10	0.2628753185272217	SimCSE_bidev4
