500	Q0	14:35-41	1	0.7694511413574219	SimCSE_bitest10
500	Q0	19:41-50	2	0.733123779296875	SimCSE_bitest10
500	Q0	42:7-12	3	0.7052215337753296	SimCSE_bitest10
500	Q0	42:1-6	4	0.6973726749420166	SimCSE_bitest10
500	Q0	5:78-81	5	0.692029595375061	SimCSE_bitest10
500	Q0	7:142-143	6	0.6852231025695801	SimCSE_bitest10
500	Q0	2:34-39	7	0.6757231950759888	SimCSE_bitest10
500	Q0	37:133-138	8	0.6721230149269104	SimCSE_bitest10
500	Q0	17:83-87	9	0.6662462949752808	SimCSE_bitest10
500	Q0	13:30-34	10	0.666093111038208	SimCSE_bitest10
502	Q0	5:78-81	1	0.7453550100326538	SimCSE_bitest10
502	Q0	3:42-44	2	0.7148188352584839	SimCSE_bitest10
502	Q0	42:7-12	3	0.7119725942611694	SimCSE_bitest10
502	Q0	17:105-111	4	0.7035855054855347	SimCSE_bitest10
502	Q0	42:1-6	5	0.7009223699569702	SimCSE_bitest10
502	Q0	2:23-24	6	0.6947738528251648	SimCSE_bitest10
502	Q0	16:84-89	7	0.6943812966346741	SimCSE_bitest10
502	Q0	22:16-18	8	0.6936415433883667	SimCSE_bitest10
502	Q0	3:1-7	9	0.6936389207839966	SimCSE_bitest10
502	Q0	13:30-34	10	0.6931317448616028	SimCSE_bitest10
504	Q0	18:25-26	1	0.5313984155654907	SimCSE_bitest10
504	Q0	18:9-16	2	0.49573734402656555	SimCSE_bitest10
504	Q0	9:56-59	3	0.4389311671257019	SimCSE_bitest10
504	Q0	18:7-8	4	0.4166126251220703	SimCSE_bitest10
504	Q0	40:61-66	5	0.40278929471969604	SimCSE_bitest10
504	Q0	18:54-56	6	0.4026718735694885	SimCSE_bitest10
504	Q0	73:10-14	7	0.3934582471847534	SimCSE_bitest10
504	Q0	56:41-56	8	0.3932855725288391	SimCSE_bitest10
504	Q0	78:6-16	9	0.3932504653930664	SimCSE_bitest10
504	Q0	17:88-89	10	0.3924078941345215	SimCSE_bitest10
505	Q0	3:1-7	1	0.8953256607055664	SimCSE_bitest10
505	Q0	22:16-18	2	0.8930325508117676	SimCSE_bitest10
505	Q0	11:12-12	3	0.8901784420013428	SimCSE_bitest10
505	Q0	6:154-158	4	0.8900699615478516	SimCSE_bitest10
505	Q0	5:67-69	5	0.8800224661827087	SimCSE_bitest10
505	Q0	4:162-162	6	0.8773300647735596	SimCSE_bitest10
505	Q0	4:140-143	7	0.8750976920127869	SimCSE_bitest10
505	Q0	16:98-102	8	0.8748849034309387	SimCSE_bitest10
505	Q0	13:36-37	9	0.8726639151573181	SimCSE_bitest10
505	Q0	34:48-54	10	0.8721256852149963	SimCSE_bitest10
508	Q0	106:1-4	1	0.6227250099182129	SimCSE_bitest10
508	Q0	74:49-56	2	0.6182364821434021	SimCSE_bitest10
508	Q0	78:21-30	3	0.61458420753479	SimCSE_bitest10
508	Q0	7:57-58	4	0.6079914569854736	SimCSE_bitest10
508	Q0	35:9-11	5	0.5850499868392944	SimCSE_bitest10
508	Q0	26:69-89	6	0.5842882394790649	SimCSE_bitest10
508	Q0	14:24-27	7	0.5778074264526367	SimCSE_bitest10
508	Q0	35:27-28	8	0.5755418539047241	SimCSE_bitest10
508	Q0	23:17-22	9	0.574337363243103	SimCSE_bitest10
508	Q0	67:16-23	10	0.5734661817550659	SimCSE_bitest10
510	Q0	4:1-1	1	0.8066610097885132	SimCSE_bitest10
510	Q0	2:228-230	2	0.7850891351699829	SimCSE_bitest10
510	Q0	4:2-6	3	0.7706751227378845	SimCSE_bitest10
510	Q0	4:19-21	4	0.7303637266159058	SimCSE_bitest10
510	Q0	4:22-24	5	0.721147358417511	SimCSE_bitest10
510	Q0	2:226-227	6	0.7207111716270447	SimCSE_bitest10
510	Q0	33:49-52	7	0.7159830927848816	SimCSE_bitest10
510	Q0	58:1-4	8	0.7087512612342834	SimCSE_bitest10
510	Q0	66:1-5	9	0.7026482820510864	SimCSE_bitest10
510	Q0	4:127-127	10	0.6889597177505493	SimCSE_bitest10
513	Q0	5:70-71	1	0.7656958699226379	SimCSE_bitest10
513	Q0	3:81-83	2	0.735089123249054	SimCSE_bitest10
513	Q0	4:64-65	3	0.7194162607192993	SimCSE_bitest10
513	Q0	33:7-8	4	0.7056599855422974	SimCSE_bitest10
513	Q0	9:1-6	5	0.7011716365814209	SimCSE_bitest10
513	Q0	48:10-13	6	0.7009486556053162	SimCSE_bitest10
513	Q0	5:15-17	7	0.6989352107048035	SimCSE_bitest10
513	Q0	33:36-40	8	0.6971334218978882	SimCSE_bitest10
513	Q0	4:128-130	9	0.693127453327179	SimCSE_bitest10
513	Q0	9:117-121	10	0.6916253566741943	SimCSE_bitest10
518	Q0	92:8-11	1	0.7800443172454834	SimCSE_bitest10
518	Q0	17:22-30	2	0.7755950689315796	SimCSE_bitest10
518	Q0	2:267-269	3	0.7576371431350708	SimCSE_bitest10
518	Q0	2:272-274	4	0.7493931651115417	SimCSE_bitest10
518	Q0	24:23-26	5	0.7449795603752136	SimCSE_bitest10
518	Q0	4:2-6	6	0.7388825416564941	SimCSE_bitest10
518	Q0	4:7-10	7	0.7256184816360474	SimCSE_bitest10
518	Q0	9:53-55	8	0.7241566181182861	SimCSE_bitest10
518	Q0	2:270-271	9	0.7211878895759583	SimCSE_bitest10
518	Q0	2:177-177	10	0.7203872799873352	SimCSE_bitest10
519	Q0	17:22-30	1	0.732117772102356	SimCSE_bitest10
519	Q0	106:1-4	2	0.7041704058647156	SimCSE_bitest10
519	Q0	92:8-11	3	0.7028264999389648	SimCSE_bitest10
519	Q0	4:7-10	4	0.6977539658546448	SimCSE_bitest10
519	Q0	9:53-55	5	0.685623824596405	SimCSE_bitest10
519	Q0	57:22-24	6	0.6834249496459961	SimCSE_bitest10
519	Q0	24:23-26	7	0.6795803308486938	SimCSE_bitest10
519	Q0	2:267-269	8	0.6766057014465332	SimCSE_bitest10
519	Q0	3:92-94	9	0.6731241941452026	SimCSE_bitest10
519	Q0	42:37-43	10	0.6672610640525818	SimCSE_bitest10
521	Q0	7:172-174	1	0.7145156264305115	SimCSE_bitest10
521	Q0	21:69-73	2	0.7062166333198547	SimCSE_bitest10
521	Q0	2:34-39	3	0.7026890516281128	SimCSE_bitest10
521	Q0	7:19-25	4	0.6871840953826904	SimCSE_bitest10
521	Q0	29:24-27	5	0.6716687679290771	SimCSE_bitest10
521	Q0	80:17-23	6	0.657279372215271	SimCSE_bitest10
521	Q0	3:33-41	7	0.6371729373931885	SimCSE_bitest10
521	Q0	20:115-122	8	0.6357330083847046	SimCSE_bitest10
521	Q0	39:6-8	9	0.6355522871017456	SimCSE_bitest10
521	Q0	5:27-31	10	0.6137337684631348	SimCSE_bitest10
522	Q0	5:4-5	1	0.449341356754303	SimCSE_bitest10
522	Q0	2:247-248	2	0.41570988297462463	SimCSE_bitest10
522	Q0	25:7-10	3	0.41165292263031006	SimCSE_bitest10
522	Q0	2:146-150	4	0.404031902551651	SimCSE_bitest10
522	Q0	18:78-82	5	0.40181753039360046	SimCSE_bitest10
522	Q0	10:87-89	6	0.40179914236068726	SimCSE_bitest10
522	Q0	6:138-140	7	0.4013950824737549	SimCSE_bitest10
522	Q0	20:95-98	8	0.40134450793266296	SimCSE_bitest10
522	Q0	69:25-37	9	0.39892110228538513	SimCSE_bitest10
522	Q0	12:36-42	10	0.39052844047546387	SimCSE_bitest10
525	Q0	2:177-177	1	0.7915276288986206	SimCSE_bitest10
525	Q0	9:100-100	2	0.7774889469146729	SimCSE_bitest10
525	Q0	2:83-86	3	0.7707159519195557	SimCSE_bitest10
525	Q0	22:30-37	4	0.758925199508667	SimCSE_bitest10
525	Q0	2:215-215	5	0.7587457895278931	SimCSE_bitest10
525	Q0	9:60-61	6	0.752934455871582	SimCSE_bitest10
525	Q0	70:22-35	7	0.7522284984588623	SimCSE_bitest10
525	Q0	5:82-86	8	0.751684844493866	SimCSE_bitest10
525	Q0	2:270-271	9	0.7505224943161011	SimCSE_bitest10
525	Q0	16:90-93	10	0.7448763251304626	SimCSE_bitest10
527	Q0	18:29-31	1	0.6064629554748535	SimCSE_bitest10
527	Q0	109:1-6	2	0.6012882590293884	SimCSE_bitest10
527	Q0	27:89-93	3	0.5746790170669556	SimCSE_bitest10
527	Q0	76:29-31	4	0.5744745135307312	SimCSE_bitest10
527	Q0	2:256-256	5	0.5698968172073364	SimCSE_bitest10
527	Q0	1:7-7	6	0.5571462512016296	SimCSE_bitest10
527	Q0	16:110-111	7	0.5507108569145203	SimCSE_bitest10
527	Q0	4:97-100	8	0.5267068147659302	SimCSE_bitest10
